Field,Type,IOCCountry,AS_Owner,Continent,resolutions_last_resolved,resolutions_host,resolutions_ip_address,detected_url,detected_urls_positives,detected_urls_total,detected_urls_scan_date,detected_communicating_samples_sha256,detected_communicating_samples_positives,detected_communicating_samples_total,detected_communicating_samples_scan_date,asn,network,subdomains,categories,dns_records_type,dns_records_value,detected_referrer_samples_date,detected_referrer_samples_positives,detected_referrer_samples_total,detected_referrer_samples_sha256,detected_downloaded_samples_date,detected_downloaded_samples_positives,detected_downloaded_samples_total,detected_downloaded_samples_sha256,Engine,Engine_detected,Engine_result,hash_scan_version,hash_scan_result,hash_sha1,hash_sha256,hash_md5,hash_total,hash_positives,hash_scan_date
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/LEH7QAoAq2N0Vkth,10.0,80.0,2020-09-23 18:30:12,74521e5a03bf1b0ebb6a01acb651a74710cba053175c53caf2cab00b7374c9a5,16.0,75.0,2020-07-30 18:04:48,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/YsOsOYYcTQ/CbHrEBoCzkZT5Avj,7.0,80.0,2020-09-23 16:14:47,6720a318624c261784470d4f8c1961bec31e00ffa2878fe29c5baf1bf40aa087,55.0,75.0,2020-08-02 13:07:02,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/6qfxkZb73ld6sN7/dAoHtaBAZVC/gn26vw/JvkNVlPd7UmD,10.0,80.0,2020-09-23 16:02:48,cfe74554acc858c96e3097e0a677e8cbc104a253dfc3e495da56acb36af2414f,46.0,74.0,2020-08-07 02:12:22,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/6qfxkZb73ld6sN7/dAoHtaBAZVC,8.0,80.0,2020-09-23 12:54:10,987f8fd8ac4b7905f649e41916bcb45874144b4fba0209dadee339b906f66d56,49.0,76.0,2020-08-07 09:10:56,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/IPhlDfGD5SZ/ds6B/69IZDIDmyhdiNdjZWR/GG6H/cTXDfiruinNtiB/Eizt6Q4N2x0,10.0,80.0,2020-09-23 12:20:15,76d8dd697c8cdfeda9ed96a47be713ca806b35c7d6ac6ba3f0a9929337c1e2c3,54.0,74.0,2020-08-12 08:08:37,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/Oin9HUx0HmNRM5WHwC/JLzI3v5wg/7Dm4Q/Ip3sUHnAH9Ufu7O3UZ/Of5t2TFdtivy7IN,10.0,80.0,2020-09-23 12:20:12,2cae8d8572739914ff518d08c81e6d1483a74f062a55dea49bda7a0768786bc7,37.0,75.0,2020-07-30 14:41:04,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/Iqmq9YIUtjoWTXR/YbWqHBY/cR8rSQ/AXLLaEoYTCCZ3R/Pv26QIMU4lIqkZbr/L06Gbm,10.0,80.0,2020-09-23 12:10:20,787d0c15abb98cfbc4d1781724b11e3a14e63a79f7c5c10a33c49dd4914e838c,50.0,74.0,2020-09-20 11:07:58,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/jy1BLbz8sz1/XXem5Kup8nwYc,9.0,80.0,2020-09-23 12:10:18,fd69821614f35fa2aac2f1d56e3cb797ddf6a63731d99c52260f3ec7116931a0,35.0,75.0,2020-07-30 16:50:16,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/M6sjh9xxaYm73lG,10.0,80.0,2020-09-23 07:30:34,82d26680ce5085e2fa475e110fd3efdf808c470a03f8ad04d3d452a49d68b7a3,52.0,73.0,2020-08-30 12:16:18,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/87ExYEK4qZiJSj7LOL/QAonfzLR7T49OT/42Uw3c,10.0,80.0,2020-09-23 07:20:21,3772369065e4881bb081e21877b69514dd788dcbbf8b99b9c1ed45e4bdac0d0b,51.0,73.0,2020-09-02 13:37:17,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/797H/099jhtW3rH/YfBDY,10.0,80.0,2020-09-23 07:00:14,faaccb2d88df4c247410533541a855e14a85db66552de35e2f0608d3ae5f2cdf,30.0,74.0,2020-07-31 10:30:57,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/05f3JcZ15qXysG/dVUcpV4iuli/hzKsf91pBn4U5t2s9Sx/z9zcMA/eAB85Grl4br5ZuHBxoe,9.0,80.0,2020-09-23 06:50:20,b2515f3a463162f38bd28999f21cd703bb044d40e718d445e77c60c6a4be45db,29.0,75.0,2020-07-31 10:20:42,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/M5b5RHmf,10.0,80.0,2020-09-23 06:50:16,843a589603439d2b8efd94f79e59e70d7db1767d0b293fc5ccb528db07e30e60,52.0,75.0,2020-08-15 20:37:43,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/JonE0NH/cDUAO5B,9.0,80.0,2020-09-23 02:38:20,1175e915033a47d323f0534ecea570b8f060f9fc95505590d6fc7d5488cce609,15.0,74.0,2020-08-15 07:44:56,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/LvNq5hmyNGd0lk9q,9.0,80.0,2020-09-23 02:37:18,bf71b0a274a19c4cbf4f6d2a57c86d9421c5d78a1996a8a736a476f2329a0890,52.0,74.0,2020-09-20 11:37:51,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/h4oZPFkvl7Y/Gq9Btpt3RFhC,8.0,80.0,2020-09-23 02:35:54,53ded94c193d709a4dff29d7fb0b410a019afe1d62401f81bf6db9f2e9c10c91,51.0,73.0,2020-09-17 11:38:18,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/2rVXV2YhmLapA1Ma/2aCt8ROLyOm/uVag,9.0,80.0,2020-09-23 02:34:47,bc7f5a95f1760cc6e35bb167225bd0cac29643a26de727f2b9ce8e3fac4d3bac,52.0,74.0,2020-08-22 02:13:18,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/amvJITfI/LYt2/JUx5HVlHOIuSJ,8.0,80.0,2020-09-23 02:33:41,31454119b2c06d494b6fa1928457a0a598d5f86a716287a5d077b50f3ed74a33,50.0,73.0,2020-08-31 07:07:48,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/rDgHOllt,9.0,80.0,2020-09-23 02:29:13,030c34e0a66bdfd8c1c12ac9dde6233650bdf47cfb83be6b06d03c742763d4e4,37.0,73.0,2020-09-04 10:42:09,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/3Wyt/nvuhFsCk/XyjwcsvTVW,7.0,80.0,2020-09-22 20:05:49,403b1ad63738af02e1c95f8c2335efb40ded4eeebd417b466351f42acc70ceb8,36.0,73.0,2020-08-28 10:30:02,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/HIyH,8.0,80.0,2020-09-22 16:14:45,0e4e1ca70291f0b8dfc38bba02d27fde68de8b37f18027896687dd1197b579b1,49.0,73.0,2020-09-07 23:37:09,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/87ExYEK4qZiJSj7LOL,8.0,80.0,2020-09-22 16:12:38,8aa2b5ba38d8b829b55044f778d487ee146f32e0618384adc4da251d74d88dc4,23.0,75.0,2020-08-16 10:30:33,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/q9V9/t3k8sVv4OuA1BWaR/90OK/t8nAAeRpNWICMs/DpPFHcbZcf,10.0,80.0,2020-09-22 13:50:29,088aa88208f3d1edb5a9aad5540f45676cb011f181b6627f74ca79da5b02b6dc,43.0,75.0,2020-08-19 06:18:54,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/pb7XBsXoPq3wZtujX/c9onQql3IRZxuDIe7tN/zRhYU4svVpqBcyaC/AlzaX/,8.0,80.0,2020-09-22 12:05:02,aec1ebafcb9f4a05116ea90cd413ac2d759f5a2968dd222adb2a1c17386004dc,54.0,74.0,2020-09-11 11:37:41,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/y1Pbc3wSTigeiNiJkJi/h1EakNt/qHrdjl2SBbJ8s1L/3XrbSflDb5AAs,9.0,80.0,2020-09-22 10:20:27,d40ab7f624d81d97b92d7ed36dbe294e6b71ba8e70da2d185517e864786edce2,23.0,75.0,2020-08-20 07:02:40,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/kxgPyBfdZhu1a,9.0,80.0,2020-09-22 08:50:18,6cc01cb89e0974e0751f984a9c42ecd3d0468284202d88a1f9b9248abbdb90c4,25.0,75.0,2020-08-15 10:56:40,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/lue6LsrHBqxWw4AWjvO,9.0,80.0,2020-09-22 07:30:19,c36446fa7757e04575e74c0eb161e7f1a1f1c39ce75076685125bc89394f81ba,30.0,73.0,2020-08-17 10:26:30,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/QgzKdM/2tKj0nk8dlAPv6NHT/n46U1307,8.0,80.0,2020-09-22 05:10:18,7f9486326c006739093c843ac5b4e9d935ea20b813c2113ba66d9ad8baab1fcb,57.0,75.0,2020-09-23 17:38:16,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/LEH7QAoAq2N0Vkth/DN2qWGOoozrohayRB,10.0,80.0,2020-09-21 20:30:24,ec1b3edd0e302810f646b532ce9a327dedf9fd91ad3f4571170c7ef2e8980b67,48.0,75.0,2020-10-18 22:56:20,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/PLFeOxRBTmm,10.0,80.0,2020-09-21 20:20:33,1a66e05abcf0d781e94f1b436278dca991d036357672b97917864457ffd52b3d,47.0,75.0,2020-10-15 13:57:57,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/th4ZExIrV/iewxp94zMC,10.0,80.0,2020-09-21 20:01:00,36e10a07c4c821efd9a7a06789c484f17bbb946e53e720f7c2ecdbc382aa53f1,43.0,74.0,2020-09-21 18:40:48,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/UclltcfYSC9m72h/sACfGuDZ/69F0/cSkvvAWfhmKDB,10.0,80.0,2020-09-21 19:20:21,7a38d72476918aec68f3ca84b7079a4f2ab1bc20cb837644473e3cb510eb3862,56.0,73.0,2020-09-02 14:09:40,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/ABj0t0,9.0,80.0,2020-09-21 19:20:19,3fe858f8847629369d30dbb4ea17a2771ce9121f37feaaea76a81c063ccd22fc,54.0,72.0,2020-09-18 13:38:28,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/bivgv/pjM2XqMeJxM,9.0,80.0,2020-09-21 11:40:53,ca78427c990f71cf547980087b42509f39ac212c2b1316fbb4a17ff87cb549b3,45.0,73.0,2020-09-06 08:20:19,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/aYYqrK/hLK2EYB79,10.0,80.0,2020-09-21 04:27:46,618c0c333e604a8868b87a84f7a8003a0600ebef12a8ccac624076e60cc7c46e,59.0,74.0,2020-09-13 06:19:44,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/01wc5TIdYldFLMflF,9.0,80.0,2020-09-21 04:11:11,c7f000fd967a3dd65c6e00725d81fcd2c411a0aa08bfd0b0d3f8a3caba15dcfa,40.0,76.0,2020-08-12 14:43:18,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/n40AsP2X/9EAz4FNgBkJdgJ7/KTKtVf,9.0,80.0,2020-09-21 03:52:39,6edd0a342fd8c57177c7a221fe5ba75e7c0643b78bb3ef9133a230095596439c,47.0,73.0,2020-08-30 13:08:21,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/n7drpFLI3ojuog6uLVm/vbBlE1PBkTP3BkV/WR6w1o3W6xVVo78M/PsAj9,9.0,80.0,2020-09-20 02:17:36,1ec07ea76facd15b4efc8f1bd9c3f0f6f82a18e560218bb71e18be7b3d485a11,39.0,74.0,2020-09-10 08:21:25,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/UclltcfYSC9m72h/sACfGuDZ,9.0,80.0,2020-09-20 01:29:50,abc8ea82d58a4d83c289abd9587e67f7e702ceea90bbf686507cec1bfd2dd2f9,38.0,73.0,2020-09-07 11:20:36,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,,,,,,,,,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
URL,http://hecs.com,,,,,,,http://hecs.com/,2.0,79.0,2020-09-27 22:21:16,,,,,,,,,,,,,,,,,,,CRDF,True,malicious site,,,,,,,,
URL,http://hecs.com,,,,,,,http://hecs.com/,2.0,79.0,2020-09-27 22:21:16,,,,,,,,,,,,,,,,,,,Forcepoint ThreatSeeker,False,suspicious site,,,,,,,,
URL,http://hecs.com,,,,,,,http://hecs.com/,2.0,79.0,2020-09-27 22:21:16,,,,,,,,,,,,,,,,,,,Fortinet,True,malware site,,,,,,,,
